,Name,Type,Size,Shape,Datatype
256,AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
257,AwakeEventData/BOVWA.06TCC4.AWAKECAM06,Group,,,
258,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,Group,,,
259,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
260,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
261,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/cogX,Dataset,1,"(1,)",float64
262,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/cogY,Dataset,1,"(1,)",float64
263,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/height,Dataset,1,"(1,)",int32
264,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
265,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
266,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
267,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/horProjection,Dataset,1600,"(1600,)",float64
268,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/imageRawData,Dataset,1920000,"(1200, 1600)",int16
269,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
270,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
271,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
272,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
273,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
274,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
275,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
276,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
277,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
278,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjection,Dataset,1200,"(1200,)",float64
279,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/width,Dataset,1,"(1,)",int32
280,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,Group,,,
281,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
282,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
283,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/gain,Dataset,1,"(1,)",int64
284,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
285,AwakeEventData/BOVWA.07TCC4.AWAKECAM07,Group,,,
286,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,Group,,,
287,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
288,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
289,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/cogX,Dataset,1,"(1,)",float64
290,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/cogY,Dataset,1,"(1,)",float64
291,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/height,Dataset,1,"(1,)",int32
292,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
293,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
294,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
295,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/horProjection,Dataset,1600,"(1600,)",float64
296,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/imageRawData,Dataset,1920000,"(1200, 1600)",int16
297,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
298,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
299,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
300,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
301,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
302,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
303,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
304,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
305,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
306,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/verProjection,Dataset,1200,"(1200,)",float64
307,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/width,Dataset,1,"(1,)",int32
308,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,Group,,,
309,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
310,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
311,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/gain,Dataset,1,"(1,)",int64
312,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
313,AwakeEventData/BOVWA.11TCC4.AWAKECAM11,Group,,,
314,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,Group,,,
315,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
316,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
317,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/cogX,Dataset,1,"(1,)",float64
318,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/cogY,Dataset,1,"(1,)",float64
319,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/height,Dataset,1,"(1,)",int32
320,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
321,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
322,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
323,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjection,Dataset,1280,"(1280,)",float64
324,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/imageRawData,Dataset,1228800,"(960, 1280)",int16
325,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
326,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
327,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
328,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
329,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
330,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
331,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
332,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
333,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
334,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjection,Dataset,960,"(960,)",float64
335,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/width,Dataset,1,"(1,)",int32
336,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,Group,,,
337,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
338,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
339,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/gain,Dataset,1,"(1,)",int64
340,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
341,AwakeEventData/BPM.AWAKE.TT41,Group,,,
342,AwakeEventData/BPM.AWAKE.TT41/Acquisition,Group,,,
343,AwakeEventData/BPM.AWAKE.TT41/Acquisition/bpmNames,Dataset,32,"(32,)",|S15
344,AwakeEventData/BPM.AWAKE.TT41/Acquisition/dynDestination,Dataset,1,"(1,)",|S5
345,AwakeEventData/BPM.AWAKE.TT41/Acquisition/horPosOk,Dataset,0,"(0,)",Unsupported Datatype
346,AwakeEventData/BPM.AWAKE.TT41/Acquisition/horPosition,Dataset,32,"(32,)",float32
347,AwakeEventData/BPM.AWAKE.TT41/Acquisition/nbOfBpms,Dataset,1,"(1,)",int16
348,AwakeEventData/BPM.AWAKE.TT41/Acquisition/verPosOk,Dataset,0,"(0,)",Unsupported Datatype
349,AwakeEventData/BPM.AWAKE.TT41/Acquisition/verPosition,Dataset,32,"(32,)",float32
350,AwakeEventData/BTV.TT41.412354_FILTER,Group,,,
351,AwakeEventData/BTV.TT41.412354_FILTER/Acquisition,Group,,,
352,AwakeEventData/BTV.TT41.412354_FILTER/Acquisition/position,Dataset,1,"(1,)",int32
353,AwakeEventData/BTV.TT41.412426_FWHEEL,Group,,,
354,AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition,Group,,,
355,AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition/position,Dataset,1,"(1,)",int32
356,AwakeEventData/BTV.TT41.412426_MASK_H,Group,,,
357,AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition,Group,,,
358,AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition/position,Dataset,1,"(1,)",int32
359,AwakeEventData/BTV.TT41.412426_MASK_V,Group,,,
360,AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition,Group,,,
361,AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition/position,Dataset,1,"(1,)",int32
362,AwakeEventData/BTV.TT41.412442_FWHEEL,Group,,,
363,AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition,Group,,,
364,AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition/position,Dataset,1,"(1,)",int32
365,AwakeEventData/BTV.TT41.412442_MASK_H,Group,,,
366,AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition,Group,,,
367,AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition/position,Dataset,1,"(1,)",int32
368,AwakeEventData/BTV.TT41.412442_MASK_V,Group,,,
369,AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition,Group,,,
370,AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition/position,Dataset,1,"(1,)",int32
371,AwakeEventData/EMETER02,Group,,,
372,AwakeEventData/EMETER02/Acq,Group,,,
373,AwakeEventData/EMETER02/Acq/outOfRange,Dataset,1,(),bool
374,AwakeEventData/EMETER02/Acq/value,Dataset,1,"(1,)",float32
375,AwakeEventData/EMETER02/Acq/value_units,Dataset,1,"(1,)",|S1
376,AwakeEventData/EMETER03,Group,,,
377,AwakeEventData/EMETER03/Acq,Group,,,
378,AwakeEventData/EMETER03/Acq/outOfRange,Dataset,1,(),bool
379,AwakeEventData/EMETER03/Acq/value,Dataset,1,"(1,)",float32
380,AwakeEventData/EMETER03/Acq/value_units,Dataset,1,"(1,)",|S1
381,AwakeEventData/EMETER04,Group,,,
382,AwakeEventData/EMETER04/Acq,Group,,,
383,AwakeEventData/EMETER04/Acq/outOfRange,Dataset,1,(),bool
384,AwakeEventData/EMETER04/Acq/value,Dataset,1,"(1,)",float32
385,AwakeEventData/EMETER04/Acq/value_units,Dataset,1,"(1,)",|S1
386,AwakeEventData/EMETER05,Group,,,
387,AwakeEventData/EMETER05/Acq,Group,,,
388,AwakeEventData/EMETER05/Acq/outOfRange,Dataset,1,(),bool
389,AwakeEventData/EMETER05/Acq/value,Dataset,1,"(1,)",float32
390,AwakeEventData/EMETER05/Acq/value_units,Dataset,1,"(1,)",|S1
391,AwakeEventData/FWHEEL01,Group,,,
392,AwakeEventData/FWHEEL01/Acq,Group,,,
393,AwakeEventData/FWHEEL01/Acq/backWheelPositionDescription,Dataset,1,"(1,)",|S6
394,AwakeEventData/FWHEEL01/Acq/frontWheelPositionDescription,Dataset,1,"(1,)",|S6
395,AwakeEventData/FWHEEL01/Acq/status,Dataset,1,"(1,)",int32
396,AwakeEventData/GD_BPM.AWAKE.TRIUMF,Group,,,
397,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,Group,,,
398,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/bpmNames,Dataset,14,"(14,)",|S18
399,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/horPos,Dataset,14,"(14,)",float32
400,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/nbOfBpms,Dataset,1,"(1,)",int32
401,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/posOK,Dataset,1,"(1,)",Unsupported Datatype
402,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/sigma,Dataset,14,"(14,)",int32
403,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/verPos,Dataset,14,"(14,)",float32
404,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,Group,,,
405,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/bpmNames,Dataset,14,"(14,)",|S18
406,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPos,Dataset,14,"(14,)",float32
407,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPosSelected,Dataset,14,"(14,)",float32
408,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/nbOfBpms,Dataset,1,"(1,)",int32
409,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOK,Dataset,1,"(1,)",Unsupported Datatype
410,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOkSelected,Dataset,0,"(0,)",Unsupported Datatype
411,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigma,Dataset,14,"(14,)",float32
412,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigmaSelected,Dataset,14,"(14,)",int32
413,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPos,Dataset,14,"(14,)",float32
414,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPosSelected,Dataset,14,"(14,)",float32
415,AwakeEventData/LSSE2,Group,,,
416,AwakeEventData/LSSE2/Acq,Group,,,
417,AwakeEventData/LSSE2/Acq/position,Dataset,1,"(1,)",int32
418,AwakeEventData/LSSP2,Group,,,
419,AwakeEventData/LSSP2/Acq,Group,,,
420,AwakeEventData/LSSP2/Acq/position,Dataset,1,"(1,)",int32
421,AwakeEventData/MPP-TSG41-MIRROR1-H,Group,,,
422,AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition,Group,,,
423,AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition/position,Dataset,1,"(1,)",int32
424,AwakeEventData/MPP-TSG41-MIRROR1-V,Group,,,
425,AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition,Group,,,
426,AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition/position,Dataset,1,"(1,)",int32
427,AwakeEventData/MPP-TSG41-WHEEL1-BI,Group,,,
428,AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition,Group,,,
429,AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition/position,Dataset,1,"(1,)",int32
430,AwakeEventData/MPP-VACTRANS-CTR,Group,,,
431,AwakeEventData/MPP-VACTRANS-CTR/Acquisition,Group,,,
432,AwakeEventData/MPP-VACTRANS-CTR/Acquisition/mmPosition,Dataset,1,"(1,)",float64
433,AwakeEventData/MPP-VACTRANS-CTR/Acquisition/position,Dataset,1,"(1,)",int32
434,AwakeEventData/MPP-VACTRANS-CTR/Acquisition/stepperBusy,Dataset,1,(),bool
435,AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchIn,Dataset,1,(),bool
436,AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchOut,Dataset,1,(),bool
437,AwakeEventData/MPP-VACTRANS-OTR,Group,,,
438,AwakeEventData/MPP-VACTRANS-OTR/Acquisition,Group,,,
439,AwakeEventData/MPP-VACTRANS-OTR/Acquisition/mmPosition,Dataset,1,"(1,)",float64
440,AwakeEventData/MPP-VACTRANS-OTR/Acquisition/position,Dataset,1,"(1,)",int32
441,AwakeEventData/MPP-VACTRANS-OTR/Acquisition/stepperBusy,Dataset,1,(),bool
442,AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchIn,Dataset,1,(),bool
443,AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchOut,Dataset,1,(),bool
444,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01,Group,,,
445,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,Group,,,
446,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
447,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/position,Dataset,1,(),|S128
448,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
449,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02,Group,,,
450,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,Group,,,
451,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
452,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/position,Dataset,1,(),|S128
453,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
454,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03,Group,,,
455,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,Group,,,
456,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
457,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/position,Dataset,1,(),|S128
458,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
459,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04,Group,,,
460,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,Group,,,
461,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
462,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/position,Dataset,1,(),|S128
463,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
464,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09,Group,,,
465,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,Group,,,
466,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
467,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/position,Dataset,1,(),|S128
468,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
469,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10,Group,,,
470,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,Group,,,
471,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
472,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/position,Dataset,1,(),|S128
473,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
474,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11,Group,,,
475,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,Group,,,
476,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
477,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/position,Dataset,1,(),|S128
478,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
479,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12,Group,,,
480,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,Group,,,
481,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
482,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/position,Dataset,1,(),|S128
483,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
484,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01,Group,,,
485,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,Group,,,
486,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
487,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/position,Dataset,1,(),|S128
488,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
489,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02,Group,,,
490,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,Group,,,
491,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
492,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/position,Dataset,1,(),|S128
493,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
494,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03,Group,,,
495,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,Group,,,
496,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
497,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/position,Dataset,1,(),|S128
498,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
499,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04,Group,,,
500,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,Group,,,
501,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
502,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/position,Dataset,1,(),|S128
503,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
504,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05,Group,,,
505,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,Group,,,
506,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
507,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/position,Dataset,1,(),|S128
508,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
509,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06,Group,,,
510,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,Group,,,
511,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
512,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/position,Dataset,1,(),|S128
513,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
514,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07,Group,,,
515,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,Group,,,
516,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
517,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/position,Dataset,1,(),|S128
518,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
519,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08,Group,,,
520,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,Group,,,
521,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
522,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/position,Dataset,1,(),|S128
523,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
524,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09,Group,,,
525,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,Group,,,
526,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
527,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/position,Dataset,1,(),|S128
528,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
529,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10,Group,,,
530,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,Group,,,
531,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
